"names_and_lsid","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Republic of Korea-Australia Migratory Bird Agreement (ROKAMBA)","South Australia : Conservation Status","China-Australia Migratory Bird Agreement (CAMBA)","Bonn Convention Migratory Taxa","Victoria : Conservation Status","Japan-Australia Migratory Bird Agreement (JAMBA)","Australian Capital Territory : Conservation Status","Tasmania : Conservation Status","Queensland : Conservation Status","EPBC Act Threatened Species","Northern Territory : Conservation Status","New South Wales : Conservation Status","Western Australia : Conservation status","Western Australia : Conservation status: Priority 4","WA State Notifiable Pests"
"Eudyptula minor|https://biodiversity.org.au/afd/taxa/e0c68347-165c-4bff-b74a-005616df9791|Little Penguin|Animalia|Spheniscidae","Eudyptula minor","(J.R. Forster, 1781)","species","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Little Penguin","7015","","","","","","","","","","","","","","",""
"Phylidonyris (Meliornis) novaehollandiae|https://biodiversity.org.au/afd/taxa/da002998-b551-4328-ac4e-5e04fc72708b|New Holland Honeyeater|Animalia|Meliphagidae","Phylidonyris (Meliornis) novaehollandiae","(Latham, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Phylidonyris","New Holland Honeyeater","2423","","","","","","","","","","","","","","",""
"Anthochaera (Anellobia) chrysoptera|https://biodiversity.org.au/afd/taxa/618a2c4c-ddf2-4042-a6a7-34a3e893c219|Little Wattlebird|Animalia|Meliphagidae","Anthochaera (Anellobia) chrysoptera","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","Little Wattlebird","1987","","","","","","","","","","","","","","",""
"Dacelo (Dacelo) novaeguineae|https://biodiversity.org.au/afd/taxa/1fc76c4d-4830-4129-9b86-1c7e944c3c50|Laughing Kookaburra|Animalia|Alcedinidae","Dacelo (Dacelo) novaeguineae","(Hermann, 1783)","species","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Dacelo","Laughing Kookaburra","1830","","","","","","","","","","","","","","",""
"Eopsaltria (Eopsaltria) australis|https://biodiversity.org.au/afd/taxa/2b0e8999-4326-42b9-922a-cfc48a15661a|Eastern Yellow Robin|Animalia|Petroicidae","Eopsaltria (Eopsaltria) australis","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Petroicidae","Eopsaltria","Eastern Yellow Robin","1736","","","","","","","","","","","","","","",""
"Platycercus (Platycercus) elegans|https://biodiversity.org.au/afd/taxa/5e0f496f-5045-41ff-8c03-f3c8fd4f8ccd|Crimson Rosella|Animalia|Psittacidae","Platycercus (Platycercus) elegans","(Gmelin, 1788)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","Crimson Rosella","1717","","","","","","","","","","","","","","",""
"Rhipidura (Rhipidura) albiscapa|https://biodiversity.org.au/afd/taxa/97a59c84-af21-4cdc-bac7-a97c5201db42|Grey Fantail|Animalia|Rhipiduridae","Rhipidura (Rhipidura) albiscapa","Gould, 1840","species","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Grey Fantail","1631","","","","","","","","","","","","","","",""
"Acanthorhynchus tenuirostris|https://biodiversity.org.au/afd/taxa/2c1a9dfc-56b2-404d-b8fa-360110d04167|Eastern Spinebill|Animalia|Meliphagidae","Acanthorhynchus tenuirostris","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Acanthorhynchus","Eastern Spinebill","1481","","","","","","","","","","","","","","",""
"Anthochaera (Anthochaera) carunculata|https://biodiversity.org.au/afd/taxa/8204979f-5302-41ea-943f-01d3c420f7bb|Red Wattlebird|Animalia|Meliphagidae","Anthochaera (Anthochaera) carunculata","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","Red Wattlebird","1474","","","","","","","","","","","","","","",""
"Trichoglossus|https://biodiversity.org.au/afd/taxa/049f8f82-2064-4910-b4a8-21bdf68f40d2||Animalia|Psittacidae","Trichoglossus","Stephens, 1826","genus","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Trichoglossus","","1429","","","","","","","","","","","","","","",""
"Acanthiza (Acanthiza) pusilla|https://biodiversity.org.au/afd/taxa/62f6a29a-7b0c-4e5c-83ea-0074f99d133b|Brown Thornbill|Animalia|Acanthizidae","Acanthiza (Acanthiza) pusilla","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Brown Thornbill","1405","","","","","","","","","","","","","","",""
"Corvus coronoides|https://biodiversity.org.au/afd/taxa/8117f68b-5460-4626-8400-e171464e08ad|Australian Raven|Animalia|Corvidae","Corvus coronoides","Vigors & Horsfield, 1827","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Australian Raven","1389","","","","","","","","","","","","","","",""
"Haliaeetus (Pontoaetus) leucogaster|https://biodiversity.org.au/afd/taxa/dc420306-4746-4663-9c2d-cf367587f728|White-bellied Sea-eagle|Animalia|Accipitridae","Haliaeetus (Pontoaetus) leucogaster","(Gmelin, 1788)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus","White-bellied Sea-eagle","1246","","Endangered","","","Endangered","","","Endangered","","","","Vulnerable","","",""
"Hirundo (Hirundo) neoxena|https://biodiversity.org.au/afd/taxa/4e118c73-06a7-4131-bd67-5da5d2d61fd7|Welcome Swallow|Animalia|Hirundinidae","Hirundo (Hirundo) neoxena","Gould, 1843","species","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Welcome Swallow","1220","","","","","","","","","","","","","","",""
"Meliphaga (Meliphaga) lewinii|https://biodiversity.org.au/afd/taxa/3cee982b-508c-4e49-95af-8374d23974c6|Lewin's Honeyeater|Animalia|Meliphagidae","Meliphaga (Meliphaga) lewinii","(Swainson, 1837)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Meliphaga","Lewin's Honeyeater","1212","","","","","","","","","","","","","","",""
"Strepera (Strepera) graculina|https://biodiversity.org.au/afd/taxa/eb315a61-418b-4a12-bc98-9096fe17bde9|Pied Currawong|Animalia|Artamidae","Strepera (Strepera) graculina","(Shaw, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Strepera","Pied Currawong","1207","","","","","","","","","","","","","","",""
"Caligavis chrysops|https://biodiversity.org.au/afd/taxa/e8f3c958-c71f-4ee9-b2a0-230bed965e35|Yellow-faced Honeyeater|Animalia|Meliphagidae","Caligavis chrysops","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Caligavis","Yellow-faced Honeyeater","1176","","","","","","","","","","","","","","",""
"Malurus (Malurus) cyaneus|https://biodiversity.org.au/afd/taxa/ae56080e-4e73-457d-93a1-0be6a1d50f34|Superb Fairy-wren|Animalia|Maluridae","Malurus (Malurus) cyaneus","(Ellis, 1782)","species","Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","Superb Fairy-wren","1158","","","","","","","","","","","","","","",""
"Psophodes (Psophodes) olivaceus|https://biodiversity.org.au/afd/taxa/7d461feb-7587-49b6-9f8e-897069e3b8a8|Eastern Whipbird|Animalia|Psophodidae","Psophodes (Psophodes) olivaceus","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Psophodidae","Psophodes","Eastern Whipbird","1128","","","","","","","","","","","","","","",""
"Chroicocephalus novaehollandiae|https://biodiversity.org.au/afd/taxa/e2070aa5-7ab4-41a8-9b41-b3f0c2e26390|Silver Gull|Animalia|Laridae","Chroicocephalus novaehollandiae","(Stephens, 1826)","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Silver Gull","1009","","","","","","","","","","","","","","",""
"Sericornis (Sericornis) frontalis|https://biodiversity.org.au/afd/taxa/031b2b69-e9fc-44c6-9df9-03c1470d5ec3|White-browed Scrubwren|Animalia|Acanthizidae","Sericornis (Sericornis) frontalis","(Vigors & Horsfield, 1827)","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Sericornis","White-browed Scrubwren","997","","","","","","","","","","","","","","",""
"Gymnorhina tibicen|https://biodiversity.org.au/afd/taxa/5291343e-fdeb-4a65-8ba5-928f5b96acf5|Australian Magpie|Animalia|Artamidae","Gymnorhina tibicen","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Gymnorhina","Australian Magpie","989","","","","","","","","","","","","","","",""
"Pardalotus (Pardalotus) punctatus|https://biodiversity.org.au/afd/taxa/5254fe03-630b-44b2-9233-df51a7b8f25f|Spotted Pardalote|Animalia|Pardalotidae","Pardalotus (Pardalotus) punctatus","(Shaw, 1792)","species","Animalia","Chordata","Aves","Passeriformes","Pardalotidae","Pardalotus","Spotted Pardalote","980","","","","","","","","","","","","","","",""
"Zanda funerea|https://biodiversity.org.au/afd/taxa/145b081d-eca7-4d9b-9171-b97e2d061536|Yellow-tailed Black-cockatoo|Animalia|Cacatuidae","Zanda funerea","(Shaw, 1794)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Zanda","Yellow-tailed Black-cockatoo","936","","","","","","","","","","","","","","",""
"Zosterops lateralis|https://biodiversity.org.au/afd/taxa/fe0d4e5e-6bd5-4e46-a77c-00e8cec73410|Silvereye|Animalia|Zosteropidae","Zosterops lateralis","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","Silvereye","918","","","","","","","","","","","","","","",""
"Alisterus scapularis|https://biodiversity.org.au/afd/taxa/55213c39-1809-442e-b5fb-03fb99e8d97a|Australian King-parrot|Animalia|Psittacidae","Alisterus scapularis","(Lichtenstein, 1816)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Alisterus","Australian King-parrot","900","","","","","","","","","","","","","","",""
"Malurus (Leggeornis) lamberti|https://biodiversity.org.au/afd/taxa/6b28c275-9642-4741-a910-5463b5159f0a|Variegated Fairy-wren|Animalia|Maluridae","Malurus (Leggeornis) lamberti","Vigors & Horsfield, 1827","species","Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","Variegated Fairy-wren","880","","","","","","","","","","","","","","",""
"Neochmia (Aegintha) temporalis|https://biodiversity.org.au/afd/taxa/984826e3-cee5-4cc6-b993-ecce9d8dbdaf|Red-browed Finch|Animalia|Estrildidae","Neochmia (Aegintha) temporalis","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Neochmia","Red-browed Finch","858","","","","","","","","","","","","","","",""
"Vanellus (Lobipluvia) miles|https://biodiversity.org.au/afd/taxa/46306d30-cfa1-4528-906b-cae2e9c5c0e8|Masked Lapwing|Animalia|Charadriidae","Vanellus (Lobipluvia) miles","(Boddaert, 1783)","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","Masked Lapwing","850","","","","","","","","","","","","","","",""
"Thalasseus bergii|https://biodiversity.org.au/afd/taxa/1441c509-faf3-405e-a534-c51cccc4d720|Crested Tern|Animalia|Laridae","Thalasseus bergii","(Lichtenstein, 1823)","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus","Crested Tern","832","","","","","","Listed","","","","","","","Migratory","",""
"Cormobates leucophaea|https://biodiversity.org.au/afd/taxa/8cecdfa3-4c71-467e-b8fb-312cc347dfa0|White-throated Treecreeper|Animalia|Climacteridae","Cormobates leucophaea","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Climacteridae","Cormobates","White-throated Treecreeper","777","","","","","","","","","","","","","","",""
"Phalacrocorax (Phalacrocorax) carbo|https://biodiversity.org.au/afd/taxa/29472c00-22e3-42c3-b562-107bd28d1bdc|Great Cormorant|Animalia|Phalacrocoracidae","Phalacrocorax (Phalacrocorax) carbo","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Great Cormorant","750","","","","","","","","","","","","","","",""
"Ptilonorhynchus violaceus|https://biodiversity.org.au/afd/taxa/d6192a35-3f44-458b-9505-a571955fc476|Satin Bowerbird|Animalia|Ptilonorhynchidae","Ptilonorhynchus violaceus","(Vieillot, 1816)","species","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","Ptilonorhynchus","Satin Bowerbird","738","","","","","","","","","","","","","","",""
"Pachycephala (Pachycephala) pectoralis|https://biodiversity.org.au/afd/taxa/30edbd1a-6367-4d84-87f1-3566e6cc54d6|Golden Whistler|Animalia|Pachycephalidae","Pachycephala (Pachycephala) pectoralis","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Golden Whistler","720","","","","","","","","","","","","","","",""
"Phylidonyris (Meliornis) niger|https://biodiversity.org.au/afd/taxa/148208ff-e6ea-40bd-9999-9f1a6b8acc1e|White-cheeked Honeyeater|Animalia|Meliphagidae","Phylidonyris (Meliornis) niger","(Bechstein, 1811)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Phylidonyris","White-cheeked Honeyeater","720","","","","","","","","","","","","","","",""
"Morus serrator|https://biodiversity.org.au/afd/taxa/cf17c9bb-09d1-47ce-adfe-dc060ba0b04c|Australasian Gannet|Animalia|Sulidae","Morus serrator","(G.R. Gray, 1843)","species","Animalia","Chordata","Aves","Pelecaniformes","Sulidae","Morus","Australasian Gannet","718","","","","","","","","","","","","","","",""
"Microcarbo melanoleucos|https://biodiversity.org.au/afd/taxa/0b7c528a-4104-4a96-853e-05a37c327067|Little Pied Cormorant|Animalia|Phalacrocoracidae","Microcarbo melanoleucos","(Vieillot, 1817)","species","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Microcarbo","Little Pied Cormorant","715","","","","","","","","","","","","","","",""
"Anas (Anas) superciliosa|https://biodiversity.org.au/afd/taxa/241dd5c6-1235-4eb9-b3d5-a44af6b0d444|Pacific Black Duck|Animalia|Anatidae","Anas (Anas) superciliosa","Gmelin, 1789","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Pacific Black Duck","638","","","","","","","","","","","","","","",""
"Chenonetta jubata|https://biodiversity.org.au/afd/taxa/31944e98-202b-4c14-b480-6508740dde58|Australian Wood Duck|Animalia|Anatidae","Chenonetta jubata","(Latham, 1801)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Chenonetta","Australian Wood Duck","598","","","","","","","","","","","","","","",""
"Philemon (Tropidorhynchus) corniculatus|https://biodiversity.org.au/afd/taxa/7822040e-291b-4e30-8708-d63f39b0409f|Noisy Friarbird|Animalia|Meliphagidae","Philemon (Tropidorhynchus) corniculatus","(Latham, 1790)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Noisy Friarbird","598","","","","","","","","","","","","","","",""
"Eolophus roseicapilla|https://biodiversity.org.au/afd/taxa/9b4ad548-8bb3-486a-ab0a-905506c463ea|Galah|Animalia|Cacatuidae","Eolophus roseicapilla","(Vieillot, 1817)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Eolophus","Galah","578","","","","","","","","","","","","","","",""
"Grallina cyanoleuca|https://biodiversity.org.au/afd/taxa/ce17b284-d607-496a-992f-f3129bfd3997|Magpie-lark|Animalia|Monarchidae","Grallina cyanoleuca","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Grallina","Magpie-lark","577","","","","","","","","","","","","","","",""
"Haematopus fuliginosus|https://biodiversity.org.au/afd/taxa/05b0f88f-2b75-4885-97e1-e83872f82738|Sooty Oystercatcher|Animalia|Haematopodidae","Haematopus fuliginosus","Gould, 1845","species","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Sooty Oystercatcher","577","","","","","","","","","","","","Vulnerable","","",""
"Anas (Nettion) castanea|https://biodiversity.org.au/afd/taxa/dd8852f7-9903-4222-b596-7ccce70aaa33|Chestnut Teal|Animalia|Anatidae","Anas (Nettion) castanea","(Eyton, 1838)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Chestnut Teal","567","","","","","","","","","","","","","","",""
"Trichoglossus haematodus|https://biodiversity.org.au/afd/taxa/c517dae5-6bf7-48e8-8501-53e8b87e89a4|Rainbow Lorikeet|Animalia|Psittacidae","Trichoglossus haematodus","(Linnaeus, 1771)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Trichoglossus","Rainbow Lorikeet","541","","","","","","","","","","","","","","",""
"Rhipidura (Sauloprocta) leucophrys|https://biodiversity.org.au/afd/taxa/1c4dce12-16f6-49ab-b578-0673551214fd|Willie Wagtail|Animalia|Rhipiduridae","Rhipidura (Sauloprocta) leucophrys","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Willie Wagtail","529","","","","","","","","","","","","","","",""
"Cracticus torquatus|https://biodiversity.org.au/afd/taxa/681ea214-3788-4cc6-8b97-0b325d6bba6b|Grey Butcherbird|Animalia|Artamidae","Cracticus torquatus","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Artamidae","Cracticus","Grey Butcherbird","525","","","","","","","","","","","","","","",""
"Gerygone mouki|https://biodiversity.org.au/afd/taxa/e0942c73-0432-4eef-8b53-4a14a5ab26fe|Brown Gerygone|Animalia|Acanthizidae","Gerygone mouki","Mathews, 1903","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Gerygone","Brown Gerygone","525","","","","","","","","","","","","","","",""
"Phalacrocorax (Phalacrocorax) sulcirostris|https://biodiversity.org.au/afd/taxa/c96b19fd-2a54-4361-a5cf-baecf741310e|Little Black Cormorant|Animalia|Phalacrocoracidae","Phalacrocorax (Phalacrocorax) sulcirostris","(Brandt, 1837)","species","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Little Black Cormorant","515","","","","","","","","","","","","","","",""
"Pachycephala (Alisterornis) rufiventris|https://biodiversity.org.au/afd/taxa/378bdcd1-f52a-4907-9f71-0541b05437da|Rufous Whistler|Animalia|Pachycephalidae","Pachycephala (Alisterornis) rufiventris","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Rufous Whistler","514","","","","","","","","","","","","","","",""
"Cacatua (Cacatua) galerita|https://biodiversity.org.au/afd/taxa/2c33a1fd-34f4-48ec-9ae6-38b51f2aa7ea|Sulphur-crested Cockatoo|Animalia|Cacatuidae","Cacatua (Cacatua) galerita","(Latham, 1790)","species","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Sulphur-crested Cockatoo","505","","","","","","","","","","","","","","",""
"Haliastur sphenurus|https://biodiversity.org.au/afd/taxa/31113d80-ed4f-4bb0-9a65-48080e4c6dd1|Whistling Kite|Animalia|Accipitridae","Haliastur sphenurus","(Vieillot, 1818)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliastur","Whistling Kite","490","","","","","","","","Endangered","","","","","","",""
"Cacomantis (Vidgenia) flabelliformis|https://biodiversity.org.au/afd/taxa/408ee81c-6558-4ddf-b732-f9ad7d09f1ae|Fan-tailed Cuckoo|Animalia|Cuculidae","Cacomantis (Vidgenia) flabelliformis","(Latham, 1801)","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Cacomantis","Fan-tailed Cuckoo","471","","","","","","","","","","","","","","",""
"Glossopsitta concinna|https://biodiversity.org.au/afd/taxa/f0088853-6045-404b-b866-9f4d6bf15015|Musk Lorikeet|Animalia|Psittacidae","Glossopsitta concinna","(Shaw, 1791)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Glossopsitta","Musk Lorikeet","467","","","","","","","","","","","","","","",""
"Colluricincla (Colluricincla) harmonica|https://biodiversity.org.au/afd/taxa/7af45089-4a0f-4303-a417-1708623809af|Grey Shrike-thrush|Animalia|Pachycephalidae","Colluricincla (Colluricincla) harmonica","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Colluricincla","Grey Shrike-thrush","448","","","","","","","","","","","","","","",""
"Egretta novaehollandiae|https://biodiversity.org.au/afd/taxa/8fd1977b-9edf-4ddf-b6cf-24a09db4d18c|White-faced Heron|Animalia|Ardeidae","Egretta novaehollandiae","(Latham, 1790)","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","White-faced Heron","442","","","","","","","","","","","","","","",""
"Ocyphaps lophotes|https://biodiversity.org.au/afd/taxa/a7b00ef0-108f-44d9-bf89-a062c8674335|Crested Pigeon|Animalia|Columbidae","Ocyphaps lophotes","(Temminck, 1822)","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Ocyphaps","Crested Pigeon","401","","","","","","","","","","","","","","",""
"Acanthiza (Subacanthiza) lineata|https://biodiversity.org.au/afd/taxa/7814eae1-111d-4016-aebb-bcd783fa3753|Striated Thornbill|Animalia|Acanthizidae","Acanthiza (Subacanthiza) lineata","Gould, 1838","species","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Striated Thornbill","400","","","","","","","","","","","","","","",""
"Phalacrocorax (Phalacrocorax) varius|https://biodiversity.org.au/afd/taxa/55994a9e-8ba7-4ff9-89a2-e22586ab25d1|Pied Cormorant|Animalia|Phalacrocoracidae","Phalacrocorax (Phalacrocorax) varius","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Pied Cormorant","391","","","","","","","","","","","","","","",""
"Coracina (Coracina) novaehollandiae|https://biodiversity.org.au/afd/taxa/69c22b10-ff42-4bef-bb0f-88dc01a8f96c|Black-faced Cuckoo-shrike|Animalia|Campephagidae","Coracina (Coracina) novaehollandiae","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Coracina","Black-faced Cuckoo-shrike","388","","","","","","","","","","","","","","",""
"Pelecanus conspicillatus|https://biodiversity.org.au/afd/taxa/43abe3ea-7ccc-41cc-920f-d9cfa107207e|Australian Pelican|Animalia|Pelecanidae","Pelecanus conspicillatus","Temminck, 1824","species","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Australian Pelican","368","","","","","","","","","","","","","","",""
"Anas gracilis|https://biodiversity.org.au/afd/taxa/b6f1a62e-55fa-4fa6-9e08-74003d6b704b|Grey Teal|Animalia|Anatidae","Anas gracilis","Buller, 1869","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Grey Teal","352","","","","","","","","","","","","","","",""
"Gliciphila melanops|https://biodiversity.org.au/afd/taxa/f0a6a2c3-adad-4c57-9cae-17956131ecf0|Tawny-crowned Honeyeater|Animalia|Meliphagidae","Gliciphila melanops","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Gliciphila","Tawny-crowned Honeyeater","345","","","","","","","","","","","","","","",""
"Myzomela (Myzomela) sanguinolenta|https://biodiversity.org.au/afd/taxa/77c4daa2-85a7-43af-a63b-bf523ecd06e6|Scarlet Honeyeater|Animalia|Meliphagidae","Myzomela (Myzomela) sanguinolenta","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Myzomela","Scarlet Honeyeater","344","","","","","","","","","","","","","","",""
"Tachybaptus novaehollandiae|https://biodiversity.org.au/afd/taxa/cb748125-0c06-4649-8ed8-e379e81e53c1|Australasian Grebe|Animalia|Podicipedidae","Tachybaptus novaehollandiae","(Stephens, 1826)","species","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Tachybaptus","Australasian Grebe","334","","","","","","","","","","","","","","",""
"Dasyornis (Dasyornis) brachypterus|https://biodiversity.org.au/afd/taxa/5a760ca8-e6c7-4465-a113-3eaf26b170cb|Eastern Bristlebird|Animalia|Dasyornithidae","Dasyornis (Dasyornis) brachypterus","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Dasyornithidae","Dasyornis","Eastern Bristlebird","325","","","","","Critically Endangered","","","","Endangered","Endangered","","Endangered","","",""
"Stipiturus malachurus|https://biodiversity.org.au/afd/taxa/7b7a290d-ca89-494f-8f2e-7f05311240f2|Southern Emu-wren|Animalia|Maluridae","Stipiturus malachurus","(Shaw, 1798)","species","Animalia","Chordata","Aves","Passeriformes","Maluridae","Stipiturus","Southern Emu-wren","318","","","","","","","","","Vulnerable","","","","","",""
"Oriolus (Mimeta) sagittatus|https://biodiversity.org.au/afd/taxa/feb4b239-685b-4238-8fef-5b755d9538c9|Olive-backed Oriole|Animalia|Oriolidae","Oriolus (Mimeta) sagittatus","(Latham, 1801)","species","Animalia","Chordata","Aves","Passeriformes","Oriolidae","Oriolus","Olive-backed Oriole","317","","","","","","","","","","","","","","",""
"Haematopus longirostris|https://biodiversity.org.au/afd/taxa/ec2c76c7-0cd9-4f26-935e-4d90762590fa|Australian Pied Oystercatcher|Animalia|Haematopodidae","Haematopus longirostris","Vieillot, 1817","species","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Australian Pied Oystercatcher","276","","Rare","","","","","","","","","","Endangered","","",""
"Ardenna tenuirostris|https://biodiversity.org.au/afd/taxa/f949f55c-63e5-499a-86c5-c4409cbf6373|Short-tailed Shearwater|Animalia|Procellariidae","Ardenna tenuirostris","(Temminck, 1835)","species","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Ardenna","Short-tailed Shearwater","259","Listed","","Listed","","","Listed","","","","","","","Migratory","",""
"Melithreptus (Melithreptus) lunatus|https://biodiversity.org.au/afd/taxa/95efb4b0-67a8-4093-8bda-d55b2fa836be|White-naped Honeyeater|Animalia|Meliphagidae","Melithreptus (Melithreptus) lunatus","(Vieillot, 1802)","species","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Melithreptus","White-naped Honeyeater","252","","","","","","","","","","","","","","",""
"Lichenostomus|https://biodiversity.org.au/afd/taxa/0b002779-7df0-4028-993a-85453af0b1a4||Animalia|Meliphagidae","Lichenostomus","Cabanis, 1851","genus","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","","239","","","","","","","","","","","","","","",""
"Circus approximans|https://biodiversity.org.au/afd/taxa/c568921e-f800-4a6e-b88c-6d409def1e20|Swamp Harrier|Animalia|Accipitridae","Circus approximans","Peale, 1848","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Swamp Harrier","230","","","","","","","","Endangered","","","","","","",""
"Phaps (Phaps) chalcoptera|https://biodiversity.org.au/afd/taxa/7da6fd6f-c180-4e68-b9e7-70d02e6f8448|Common Bronzewing|Animalia|Columbidae","Phaps (Phaps) chalcoptera","(Latham, 1790)","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Phaps","Common Bronzewing","226","","","","","","","","","","","","","","",""
"Eudynamys orientalis|https://biodiversity.org.au/afd/taxa/112d02bc-0878-49e1-b605-d971d27698e3|Eastern Koel|Animalia|Cuculidae","Eudynamys orientalis","(Linnaeus, 1766)","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Eudynamys","Eastern Koel","224","","","","","","","","","","","","","","",""
"Butorides striata|https://biodiversity.org.au/afd/taxa/b3f14aaf-20f9-451e-980d-ad4766f49e5f|Striated Heron|Animalia|Ardeidae","Butorides striata","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","Striated Heron","216","","","","","","","","","","","","","","",""
"Synoicus ypsilophora|https://biodiversity.org.au/afd/taxa/67ecbf3c-43c3-4b9c-b23c-bd6d4a0419c6|Brown Quail|Animalia|Phasianidae","Synoicus ypsilophora","(Bosc, 1792)","species","Animalia","Chordata","Aves","Galliformes","Phasianidae","Synoicus","Brown Quail","210","","","","","","","","","","","","","","",""
